TANGGAL,KOMODITI,SATUAN,HARGA
43286,Kacang Kedelai Lokal,Kg,10733
43317,Kacang Kedelai Lokal,Kg,10733
43348,Kacang Kedelai Lokal,Kg,10767
43409,Kacang Kedelai Lokal,Kg,10767
14/05/2018,Kacang Kedelai Lokal,Kg,10500
15/05/2018,Kacang Kedelai Lokal,Kg,10500
16/05/2018,Kacang Kedelai Lokal,Kg,10500
17/05/2018,Kacang Kedelai Lokal,Kg,10500
18/05/2018,Kacang Kedelai Lokal,Kg,10400
21/05/2018,Kacang Kedelai Lokal,Kg,11067
22/05/2018,Kacang Kedelai Lokal,Kg,10400
23/05/2018,Kacang Kedelai Lokal,Kg,10733
24/05/2018,Kacang Kedelai Lokal,Kg,10733
25/05/2018,Kacang Kedelai Lokal,Kg,10733
28/05/2018,Kacang Kedelai Lokal,Kg,10733
30/05/2018,Kacang Kedelai Lokal,Kg,10733
31/05/2018,Kacang Kedelai Lokal,Kg,11067
43136,Indomie Rasa Kari Ayam,buah,2460
43164,Indomie Rasa Kari Ayam,buah,2460
43195,Indomie Rasa Kari Ayam,buah,2460
43286,Indomie Rasa Kari Ayam,buah,2560
43317,Indomie Rasa Kari Ayam,buah,2460
43348,Indomie Rasa Kari Ayam,buah,2460
43409,Indomie Rasa Kari Ayam,buah,2560
14/05/2018,Indomie Rasa Kari Ayam,buah,2420
15/05/2018,Indomie Rasa Kari Ayam,buah,2420
16/05/2018,Indomie Rasa Kari Ayam,buah,2420
17/05/2018,Indomie Rasa Kari Ayam,buah,2420
18/05/2018,Indomie Rasa Kari Ayam,buah,2420
21/05/2018,Indomie Rasa Kari Ayam,buah,2440
22/05/2018,Indomie Rasa Kari Ayam,buah,2440
23/05/2018,Indomie Rasa Kari Ayam,buah,2640
24/05/2018,Indomie Rasa Kari Ayam,buah,2420
25/05/2018,Indomie Rasa Kari Ayam,buah,2420
28/05/2018,Indomie Rasa Kari Ayam,buah,2420
30/05/2018,Indomie Rasa Kari Ayam,buah,2420
31/05/2018,Indomie Rasa Kari Ayam,buah,2460
43136,Cabai Merah Kriting,Kg,40700
43164,Cabai Merah Kriting,Kg,40700
43195,Cabai Merah Kriting,Kg,38700
43286,Cabai Merah Kriting,Kg,41100
43317,Cabai Merah Kriting,Kg,37700
43348,Cabai Merah Kriting,Kg,37140
43409,Cabai Merah Kriting,Kg,38440
14/05/2018,Cabai Merah Kriting,Kg,34460
15/05/2018,Cabai Merah Kriting,Kg,35460
16/05/2018,Cabai Merah Kriting,Kg,36860
17/05/2018,Cabai Merah Kriting,Kg,40560
18/05/2018,Cabai Merah Kriting,Kg,41400
21/05/2018,Cabai Merah Kriting,Kg,37200
22/05/2018,Cabai Merah Kriting,Kg,38000
23/05/2018,Cabai Merah Kriting,Kg,38500
24/05/2018,Cabai Merah Kriting,Kg,36840
25/05/2018,Cabai Merah Kriting,Kg,37340
28/05/2018,Cabai Merah Kriting,Kg,35840
30/05/2018,Cabai Merah Kriting,Kg,35840
31/05/2018,Cabai Merah Kriting,Kg,33140
43136,Cabai Merah Besar,Kg,61140
43164,Cabai Merah Besar,Kg,62140
43195,Cabai Merah Besar,Kg,62140
43286,Cabai Merah Besar,Kg,57040
43317,Cabai Merah Besar,Kg,63140
43348,Cabai Merah Besar,Kg,61660
43409,Cabai Merah Besar,Kg,61060
14/05/2018,Cabai Merah Besar,Kg,60660
15/05/2018,Cabai Merah Besar,Kg,60660
16/05/2018,Cabai Merah Besar,Kg,60660
17/05/2018,Cabai Merah Besar,Kg,57460
18/05/2018,Cabai Merah Besar,Kg,57000
21/05/2018,Cabai Merah Besar,Kg,56500
22/05/2018,Cabai Merah Besar,Kg,55500
23/05/2018,Cabai Merah Besar,Kg,58000
24/05/2018,Cabai Merah Besar,Kg,56160
25/05/2018,Cabai Merah Besar,Kg,56660
28/05/2018,Cabai Merah Besar,Kg,53160
30/05/2018,Cabai Merah Besar,Kg,51160
31/05/2018,Cabai Merah Besar,Kg,40340
43136,Cabai Rawit Merah,Kg,38660
43164,Cabai Rawit Merah,Kg,39660
43195,Cabai Rawit Merah,Kg,39660
43286,Cabai Rawit Merah,Kg,39060
43317,Cabai Rawit Merah,Kg,39660
43348,Cabai Rawit Merah,Kg,39600
43409,Cabai Rawit Merah,Kg,39700
14/05/2018,Cabai Rawit Merah,Kg,37560
15/05/2018,Cabai Rawit Merah,Kg,39060
16/05/2018,Cabai Rawit Merah,Kg,39660
17/05/2018,Cabai Rawit Merah,Kg,41760
18/05/2018,Cabai Rawit Merah,Kg,42500
21/05/2018,Cabai Rawit Merah,Kg,36940
22/05/2018,Cabai Rawit Merah,Kg,39440
23/05/2018,Cabai Rawit Merah,Kg,39440
24/05/2018,Cabai Rawit Merah,Kg,37440
25/05/2018,Cabai Rawit Merah,Kg,38940
28/05/2018,Cabai Rawit Merah,Kg,38940
30/05/2018,Cabai Rawit Merah,Kg,38440
31/05/2018,Cabai Rawit Merah,Kg,33260
43136,Cabai Rawit Hijau,Kg,32340
43164,Cabai Rawit Hijau,Kg,33340
43195,Cabai Rawit Hijau,Kg,34340
43286,Cabai Rawit Hijau,Kg,34740
43317,Cabai Rawit Hijau,Kg,33340
43348,Cabai Rawit Hijau,Kg,34840
43409,Cabai Rawit Hijau,Kg,36240
14/05/2018,Cabai Rawit Hijau,Kg,33640
15/05/2018,Cabai Rawit Hijau,Kg,34140
16/05/2018,Cabai Rawit Hijau,Kg,34140
17/05/2018,Cabai Rawit Hijau,Kg,34540
18/05/2018,Cabai Rawit Hijau,Kg,34900
21/05/2018,Cabai Rawit Hijau,Kg,34560
22/05/2018,Cabai Rawit Hijau,Kg,33860
23/05/2018,Cabai Rawit Hijau,Kg,35560
24/05/2018,Cabai Rawit Hijau,Kg,32740
25/05/2018,Cabai Rawit Hijau,Kg,34340
28/05/2018,Cabai Rawit Hijau,Kg,33340
30/05/2018,Cabai Rawit Hijau,Kg,32340
31/05/2018,Cabai Rawit Hijau,Kg,32340
43136,Bawang Merah (Medium),Kg,33200
43164,Bawang Merah (Medium),Kg,33700
43195,Bawang Merah (Medium),Kg,37000
43286,Bawang Merah (Medium),Kg,38600
43317,Bawang Merah (Medium),Kg,36900
43348,Bawang Merah (Medium),Kg,37140
43409,Bawang Merah (Medium),Kg,38240
14/05/2018,Bawang Merah (Medium),Kg,36400
15/05/2018,Bawang Merah (Medium),Kg,37200
16/05/2018,Bawang Merah (Medium),Kg,36900
17/05/2018,Bawang Merah (Medium),Kg,40400
18/05/2018,Bawang Merah (Medium),Kg,37040
21/05/2018,Bawang Merah (Medium),Kg,40160
22/05/2018,Bawang Merah (Medium),Kg,39960
23/05/2018,Bawang Merah (Medium),Kg,40660
24/05/2018,Bawang Merah (Medium),Kg,39840
25/05/2018,Bawang Merah (Medium),Kg,40840
28/05/2018,Bawang Merah (Medium),Kg,40840
30/05/2018,Bawang Merah (Medium),Kg,42840
31/05/2018,Bawang Merah (Medium),Kg,38740
43136,Bawang Putih Impor Kating,Kg,36860
43164,Bawang Putih Impor Kating,Kg,39860
43195,Bawang Putih Impor Kating,Kg,38360
43286,Bawang Putih Impor Kating,Kg,40260
43317,Bawang Putih Impor Kating,Kg,38860
43348,Bawang Putih Impor Kating,Kg,35800
43409,Bawang Putih Impor Kating,Kg,39700
14/05/2018,Bawang Putih Impor Kating,Kg,35160
15/05/2018,Bawang Putih Impor Kating,Kg,34660
16/05/2018,Bawang Putih Impor Kating,Kg,37660
17/05/2018,Bawang Putih Impor Kating,Kg,37060
18/05/2018,Bawang Putih Impor Kating,Kg,37100
21/05/2018,Bawang Putih Impor Kating,Kg,33460
22/05/2018,Bawang Putih Impor Kating,Kg,35560
23/05/2018,Bawang Putih Impor Kating,Kg,36460
24/05/2018,Bawang Putih Impor Kating,Kg,34040
25/05/2018,Bawang Putih Impor Kating,Kg,37640
28/05/2018,Bawang Putih Impor Kating,Kg,36140
30/05/2018,Bawang Putih Impor Kating,Kg,34640
31/05/2018,Bawang Putih Impor Kating,Kg,34340
43136,Bawang Putih Impor Honan,Kg,32500
43164,Bawang Putih Impor Honan,Kg,35000
43195,Bawang Putih Impor Honan,Kg,37500
43286,Bawang Putih Impor Honan,Kg,32500
43317,Bawang Putih Impor Honan,Kg,35000
43348,Bawang Putih Impor Honan,Kg,32500
43409,Bawang Putih Impor Honan,Kg,35000
14/05/2018,Bawang Putih Impor Honan,Kg,30000
15/05/2018,Bawang Putih Impor Honan,Kg,30000
16/05/2018,Bawang Putih Impor Honan,Kg,35000
17/05/2018,Bawang Putih Impor Honan,Kg,36000
18/05/2018,Bawang Putih Impor Honan,Kg,35000
21/05/2018,Bawang Putih Impor Honan,Kg,36000
22/05/2018,Bawang Putih Impor Honan,Kg,35000
23/05/2018,Bawang Putih Impor Honan,Kg,35000
24/05/2018,Bawang Putih Impor Honan,Kg,35000
25/05/2018,Bawang Putih Impor Honan,Kg,35000
28/05/2018,Bawang Putih Impor Honan,Kg,35000
30/05/2018,Bawang Putih Impor Honan,Kg,35000
31/05/2018,Bawang Putih Impor Honan,Kg,25000
43136,Ikan Teri Asin,Kg,105000
43164,Ikan Teri Asin,Kg,113000
43195,Ikan Teri Asin,Kg,111500
43286,Ikan Teri Asin,Kg,110000
43317,Ikan Teri Asin,Kg,104000
43348,Ikan Teri Asin,Kg,111840
43409,Ikan Teri Asin,Kg,106340
14/05/2018,Ikan Teri Asin,Kg,110660
15/05/2018,Ikan Teri Asin,Kg,109660
16/05/2018,Ikan Teri Asin,Kg,101660
17/05/2018,Ikan Teri Asin,Kg,106360
18/05/2018,Ikan Teri Asin,Kg,111000
21/05/2018,Ikan Teri Asin,Kg,108840
22/05/2018,Ikan Teri Asin,Kg,108340
23/05/2018,Ikan Teri Asin,Kg,99340
24/05/2018,Ikan Teri Asin,Kg,109500
25/05/2018,Ikan Teri Asin,Kg,102000
28/05/2018,Ikan Teri Asin,Kg,101000
30/05/2018,Ikan Teri Asin,Kg,108000
31/05/2018,Ikan Teri Asin,Kg,111000
43136,Ikan Kembung,Kg,37200
43164,Ikan Kembung,Kg,38200
43195,Ikan Kembung,Kg,38200
43286,Ikan Kembung,Kg,40200
43317,Ikan Kembung,Kg,39200
43348,Ikan Kembung,Kg,37700
43409,Ikan Kembung,Kg,40200
14/05/2018,Ikan Kembung,Kg,37200
15/05/2018,Ikan Kembung,Kg,37700
16/05/2018,Ikan Kembung,Kg,38200
17/05/2018,Ikan Kembung,Kg,37700
18/05/2018,Ikan Kembung,Kg,37200
21/05/2018,Ikan Kembung,Kg,34640
22/05/2018,Ikan Kembung,Kg,36140
23/05/2018,Ikan Kembung,Kg,40140
24/05/2018,Ikan Kembung,Kg,37500
25/05/2018,Ikan Kembung,Kg,39000
28/05/2018,Ikan Kembung,Kg,39000
30/05/2018,Ikan Kembung,Kg,38000
31/05/2018,Ikan Kembung,Kg,37200
43136,Kacang Hijau,Kg,22660
43164,Kacang Hijau,Kg,21460
43195,Kacang Hijau,Kg,21660
43286,Kacang Hijau,Kg,22960
43317,Kacang Hijau,Kg,22760
43348,Kacang Hijau,Kg,22040
43409,Kacang Hijau,Kg,22740
14/05/2018,Kacang Hijau,Kg,21960
15/05/2018,Kacang Hijau,Kg,21760
16/05/2018,Kacang Hijau,Kg,21760
17/05/2018,Kacang Hijau,Kg,21760
18/05/2018,Kacang Hijau,Kg,22940
21/05/2018,Kacang Hijau,Kg,21800
22/05/2018,Kacang Hijau,Kg,22000
23/05/2018,Kacang Hijau,Kg,22800
24/05/2018,Kacang Hijau,Kg,22200
25/05/2018,Kacang Hijau,Kg,23100
28/05/2018,Kacang Hijau,Kg,22600
30/05/2018,Kacang Hijau,Kg,22600
31/05/2018,Kacang Hijau,Kg,22360
43136,Kacang Tanah,Kg,23900
43164,Kacang Tanah,Kg,24200
43195,Kacang Tanah,Kg,24600
43286,Kacang Tanah,Kg,25000
43317,Kacang Tanah,Kg,25000
43348,Kacang Tanah,Kg,24960
43409,Kacang Tanah,Kg,25060
14/05/2018,Kacang Tanah,Kg,24560
15/05/2018,Kacang Tanah,Kg,24160
16/05/2018,Kacang Tanah,Kg,23960
17/05/2018,Kacang Tanah,Kg,24860
18/05/2018,Kacang Tanah,Kg,25700
21/05/2018,Kacang Tanah,Kg,24500
22/05/2018,Kacang Tanah,Kg,24800
23/05/2018,Kacang Tanah,Kg,25100
24/05/2018,Kacang Tanah,Kg,24600
25/05/2018,Kacang Tanah,Kg,24900
28/05/2018,Kacang Tanah,Kg,24700
30/05/2018,Kacang Tanah,Kg,24300
31/05/2018,Kacang Tanah,Kg,25340
43136,Ketela Pohon,Kg,5400
43164,Ketela Pohon,Kg,5400
43195,Ketela Pohon,Kg,5400
43286,Ketela Pohon,Kg,5400
43317,Ketela Pohon,Kg,5200
43348,Ketela Pohon,Kg,5200
43409,Ketela Pohon,Kg,5000
14/05/2018,Ketela Pohon,Kg,5140
15/05/2018,Ketela Pohon,Kg,5140
16/05/2018,Ketela Pohon,Kg,5140
17/05/2018,Ketela Pohon,Kg,5440
18/05/2018,Ketela Pohon,Kg,5200
21/05/2018,Ketela Pohon,Kg,4860
22/05/2018,Ketela Pohon,Kg,5060
23/05/2018,Ketela Pohon,Kg,5260
24/05/2018,Ketela Pohon,Kg,5260
25/05/2018,Ketela Pohon,Kg,5260
28/05/2018,Ketela Pohon,Kg,5260
30/05/2018,Ketela Pohon,Kg,5460
31/05/2018,Ketela Pohon,Kg,5400
